"[ATTOM ID]",EstimatedValue,EstimatedMinValue,EstimatedMaxValue,CreateDate,ValuationDate,ConfidenceScore,FSD,LastUpdateDate,PublicationDate
311349359,81225,77163,85286,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299935864,334259,327573,340944,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
311349319,81314,77248,85379,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349368,130254,123741,136766,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349060,125000,123750,126250,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
311349030,52551,49923,55178,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299929808,24355,23137,25572,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
322445427,255000,252450,257550,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
322445642,385616,370191,401040,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
322445643,241626,231960,251291,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
322445499,104075,98871,109278,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349281,80075,76071,84078,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349016,44197,41987,46406,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349113,34444,32721,36166,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349114,36763,34924,38601,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349134,73402,69731,77072,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349136,33807,32116,35497,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299935872,346483,339553,353412,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299935866,358878,348111,369644,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299935873,315229,312076,318381,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
311349271,48427,46005,50848,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349156,140149,133141,147156,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349287,45843,43550,48135,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349308,50587,48057,53116,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349323,30780,29241,32319,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349373,107687,102302,113071,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349627,88889,84444,93333,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299935868,348009,341048,354969,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299935871,369248,361863,376632,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299935875,383464,371960,394967,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299930278,50374,47855,52892,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299930235,28302,26886,29717,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299930226,20585,19555,21614,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299934512,167198,163854,170541,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299934444,104430,101297,107562,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299934272,126077,122294,129859,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299933962,54605,51874,57335,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299933901,35913,34117,37708,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299933888,54728,51991,57464,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299933868,56923,54076,59769,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299933835,202666,198612,206719,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299933833,207248,203103,211392,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299933774,319309,309729,328888,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299933747,56587,53757,59416,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299933655,144221,139894,148547,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299933030,239927,232729,247124,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299936297,189242,185457,193026,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299936138,70658,67125,74190,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299935723,359415,352226,366603,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299934936,143151,135993,150308,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299934933,114608,111169,118046,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299934902,226624,219825,233422,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299934825,268434,260380,276487,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299940670,54127,51420,56833,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299940095,24302,23086,25517,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299939589,48852,46409,51294,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299939539,36250,34437,38062,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299934804,60499,58684,62313,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299928654,52604,49973,55234,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299931267,59900,59301,60499,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
299930239,36604,34773,38434,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299934744,85190,82634,87745,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299934465,75066,71312,78819,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299934445,112413,109040,115785,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299933928,73473,69799,77146,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299933658,211705,207470,215939,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299936196,97828,92936,102719,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299935984,152043,144440,159645,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299935263,73083,70890,75275,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299935178,59576,58384,60767,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299935678,418829,406264,431393,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
311349098,68269,64855,71682,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349080,76163,72354,79971,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349268,42993,40843,45142,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349277,45595,43315,47874,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349372,75331,71564,79097,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349384,32550,30922,34177,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349341,32603,30972,34233,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349040,46162,43853,48470,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349351,52374,49755,54992,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349303,68711,65275,72146,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349076,155211,147450,162971,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349091,27205,25844,28565,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349092,42799,40659,44938,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349131,49224,46762,51685,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349267,32480,30856,34104,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349380,52817,50176,55457,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349381,57189,54329,60048,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349390,35241,33478,37003,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349272,47825,45433,50216,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349093,69561,66082,73039,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349097,28391,26971,29810,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349266,76110,72304,79915,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349279,105050,99797,110302,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349284,124608,118377,130838,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349309,34621,32889,36352,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349375,43542,41364,45719,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349379,129086,122631,135540,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349389,32639,31007,34270,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349633,31010,29459,32560,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349634,59330,56363,62296,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349015,59596,56616,62575,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349293,34090,32385,35794,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349343,20674,19640,21707,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349041,34037,32335,35738,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349304,47525,45148,49901,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349321,31294,29729,32858,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349335,32568,30939,34196,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349357,179602,170621,188582,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349360,103457,98284,108629,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349382,58339,55422,61255,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349057,24745,23507,25982,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349324,44055,41852,46257,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349342,114979,109230,120727,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349346,61826,58734,64917,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349353,38002,36101,39902,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
311349383,92394,87774,97013,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299935863,314357,311213,317500,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
299935867,344006,337125,350886,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299933527,143547,136369,150724,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299938451,20019,19018,21019,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299933959,85102,80846,89357,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299935657,49932,48933,50930,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299936548,482336,467865,496806,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299934941,143396,140528,146263,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299936151,109900,108801,110999,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
299935929,82995,78845,87144,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299928732,49064,46610,51517,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299938386,26833,25491,28174,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299934648,48640,46208,51072,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299936181,148095,145133,151056,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299937080,208894,202627,215160,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299936366,1701448,1616375,1786520,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299936187,471981,457821,486140,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299937082,872493,855043,889942,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299933681,1793276,1703612,1882939,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299933913,33365,31696,35033,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
325022751,541882,531044,552719,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299933292,175425,166653,184196,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299933295,217375,210853,223896,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299933304,162249,157381,167116,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299933306,316605,307106,326103,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299933317,313027,303636,322417,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299933326,260467,252652,268281,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299933349,133500,132165,134835,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
299933352,175439,166667,184210,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299933366,171425,162853,179996,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299933370,160981,156151,165810,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299933399,248386,240934,255837,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299933414,352623,342044,363201,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299933420,283842,275326,292357,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299933431,163544,155366,171721,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299933439,163592,155412,171771,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299933441,199348,193367,205328,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299933443,164345,156127,172562,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299933450,162243,157375,167110,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299933454,164710,159768,169651,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299933494,160481,152456,168505,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299933498,231899,224942,238855,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299933500,146273,138959,153586,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299933508,169006,163935,174076,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299933517,138839,131897,145780,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299933526,33860,32167,35553,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299933542,94005,89304,98705,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299933559,45117,42861,47372,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299933599,69154,65696,72611,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299933615,149477,142003,156950,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299933617,23630,22448,24811,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299933643,78623,74691,82554,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299933653,74252,70539,77964,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299933693,161336,153269,169402,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299933730,65632,62350,68913,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299933740,91527,86950,96103,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299933775,190589,186777,194400,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299933777,193417,185680,201153,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299933788,162345,157474,167215,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299933794,157055,150772,163337,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299933874,55861,53067,58654,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299933875,91120,86564,95676,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299933883,191814,187977,195650,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299933899,31984,30384,33583,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299933920,82535,78408,86661,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299933924,51365,48796,53933,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299933952,202813,198756,206869,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299933988,287970,279330,296609,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299934034,294358,288470,300245,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299934036,289902,284103,295700,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299934040,238907,231739,246074,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299934049,138916,131970,145861,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299934054,211805,205450,218159,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299934055,180173,176569,183776,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299934069,213761,207348,220173,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299934082,233711,226699,240722,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299934084,207619,201390,213847,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299934099,248298,240849,255746,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299934125,231556,224609,238502,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299934168,77809,75474,80143,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299934183,71933,69775,74090,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299934184,67897,65860,69933,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299934187,98607,95648,101565,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299934224,142518,135392,149643,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299934251,52835,51249,54420,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299934256,111068,107735,114400,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299934271,41666,40416,42915,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299934307,188749,184974,192523,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299934321,167228,163883,170572,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299934330,180791,177175,184406,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299934342,263960,261320,266599,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
299934357,562450,534327,590572,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299934376,363183,359551,366814,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
299934381,407116,403044,411187,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
299934386,518664,492730,544597,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299934435,74960,72711,77208,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299934441,46958,45549,48366,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299934477,136432,132339,140524,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299934489,58003,56262,59743,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299934509,75260,73002,77517,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299934510,76004,73723,78284,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299934771,79500,78705,80295,2022/03/01,2022/02/24,99,1,2022/03/01,2022/03/10
299934794,165286,161980,168591,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299934842,74517,72281,76752,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299934855,140702,133666,147737,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299934865,157110,153967,160252,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299934877,64977,63027,66926,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299934901,86305,83715,88894,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299934932,169374,165986,172761,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299934964,71473,67899,75046,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299934972,171204,166067,176340,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299934976,44356,42138,46573,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299934987,170212,166807,173616,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299934996,148158,145194,151121,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299935001,84464,81930,86997,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299935034,155929,149691,162166,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299935037,48622,47163,50080,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299935048,141387,134317,148456,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299935093,148301,145334,151267,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299935121,168637,160205,177068,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299935127,185991,176691,195290,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299935143,189999,180499,199498,2022/03/01,2022/02/24,95,5,2022/03/01,2022/03/10
299935151,154821,151724,157917,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299935169,448275,434826,461723,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
299935179,169482,166092,172871,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299935181,202934,194816,211051,2022/03/01,2022/02/24,96,4,2022/03/01,2022/03/10
299935185,294943,289044,300841,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299937073,378934,371355,386512,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299937102,388096,380334,395857,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299937107,484583,474891,494274,2022/03/01,2022/02/24,98,2,2022/03/01,2022/03/10
299937108,440298,427089,453506,2022/03/01,2022/02/24,97,3,2022/03/01,2022/03/10
